GRIDODE,P00,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23
  188068,  97.031E-06,  97.031E-06,  97.031E-06,  97.031E-06,  97.031E-06,  97.298E-06,  94.596E-06,  91.048E-06,  89.617E-06,  91.862E-06,  95.033E-06,  97.143E-06,  95.272E-06,  95.067E-06,  96.262E-06,  97.268E-06,  96.004E-06,  96.059E-06,  96.722E-06,  96.949E-06,  96.905E-06,  97.031E-06,  97.031E-06,  97.040E-06
  188069,  93.890E-06,  93.278E-06,  93.890E-06,  93.890E-06,  93.890E-06,  92.609E-06,  91.523E-06,  92.642E-06,  90.986E-06,  92.673E-06,  91.692E-06,  92.459E-06,  93.740E-06,  89.149E-06,  92.655E-06,  92.326E-06,  93.578E-06,  91.804E-06,  92.085E-06,  92.762E-06,  93.035E-06,  92.855E-06,  93.439E-06,  93.890E-06
  188070, 237.610E-06, 237.610E-06, 236.945E-06, 237.610E-06, 237.263E-06, 235.895E-06, 237.172E-06, 238.522E-06, 230.480E-06, 232.396E-06, 236.613E-06, 240.072E-06, 235.610E-06, 237.831E-06, 236.054E-06, 236.266E-06, 238.488E-06, 240.891E-06, 236.450E-06, 236.628E-06, 238.125E-06, 236.497E-06, 237.467E-06, 237.624E-06
  188071,  82.468E-06,  82.468E-06,  82.468E-06,  82.468E-06,  82.690E-06,  87.280E-06,  90.364E-06,  91.197E-06,  89.718E-06,  81.866E-06,  84.048E-06,  80.940E-06,  83.239E-06,  84.659E-06,  80.651E-06,  80.766E-06,  82.383E-06,  80.668E-06,  84.155E-06,  83.147E-06,  80.959E-06,  82.420E-06,  82.917E-06,  82.859E-06
  188072,  30.237E-06,  30.237E-06,  30.237E-06,  30.234E-06,  30.233E-06,  31.478E-06,  36.633E-06,  35.520E-06,  36.287E-06,  32.048E-06,  34.767E-06,  31.255E-06,  31.437E-06,  34.875E-06,  30.187E-06,  32.880E-06,  31.335E-06,  29.995E-06,  31.247E-06,  29.737E-06,  30.736E-06,  30.441E-06,  29.659E-06,  30.237E-06
  188073, 133.447E-06, 133.447E-06, 133.447E-06, 133.441E-06, 133.210E-06, 133.866E-06, 127.263E-06, 122.396E-06, 118.125E-06, 125.019E-06, 130.651E-06, 127.821E-06, 131.108E-06, 131.290E-06, 129.016E-06, 131.454E-06, 130.699E-06, 132.380E-06, 130.235E-06, 133.382E-06, 132.821E-06, 132.756E-06, 132.972E-06, 133.015E-06
  188074, 335.785E-06, 335.878E-06, 335.586E-06, 335.785E-06, 335.730E-06, 332.874E-06, 335.070E-06, 328.820E-06, 334.391E-06, 331.082E-06, 319.286E-06, 330.009E-06, 333.893E-06, 335.225E-06, 338.277E-06, 332.816E-06, 336.736E-06, 337.150E-06, 332.934E-06, 333.227E-06, 336.594E-06, 335.577E-06, 337.507E-06, 335.938E-06
  188075, 268.652E-06, 268.665E-06, 268.652E-06, 268.652E-06, 269.504E-06, 263.840E-06, 259.283E-06, 259.510E-06, 250.472E-06, 255.631E-06, 259.821E-06, 261.017E-06, 264.601E-06, 258.593E-06, 264.893E-06, 266.359E-06, 266.534E-06, 265.293E-06, 264.918E-06, 267.446E-06, 269.246E-06, 266.489E-06, 268.436E-06, 268.796E-06
  188076, 177.878E-06, 178.273E-06, 177.878E-06, 177.878E-06, 177.861E-06, 176.886E-06, 169.358E-06, 177.072E-06, 181.006E-06, 175.978E-06, 173.973E-06, 176.363E-06, 178.259E-06, 179.518E-06, 175.656E-06, 174.531E-06, 177.439E-06, 177.584E-06, 178.761E-06, 177.819E-06, 178.124E-06, 177.353E-06, 175.561E-06, 177.889E-06
  188077,  46.004E-06,  46.004E-06,  46.004E-06,  46.004E-06,  46.004E-06,  45.544E-06,  46.799E-06,  44.564E-06,  45.917E-06,  44.270E-06,  44.919E-06,  43.298E-06,  44.239E-06,  45.610E-06,  45.109E-06,  44.087E-06,  45.020E-06,  46.290E-06,  45.833E-06,  44.948E-06,  45.803E-06,  45.616E-06,  46.004E-06,  46.004E-06
  188078, 251.466E-06, 251.466E-06, 251.466E-06, 251.466E-06, 250.986E-06, 249.384E-06, 242.286E-06, 235.733E-06, 230.530E-06, 243.025E-06, 244.630E-06, 248.450E-06, 250.657E-06, 244.820E-06, 247.292E-06, 248.968E-06, 248.584E-06, 250.601E-06, 249.425E-06, 250.107E-06, 251.385E-06, 251.237E-06, 250.309E-06, 251.466E-06
  188079,  21.829E-06,  21.829E-06,  21.829E-06,  21.829E-06,  21.829E-06,  21.762E-06,  21.101E-06,  24.635E-06,  23.665E-06,  21.705E-06,  21.392E-06,  21.314E-06,  22.088E-06,  22.376E-06,  21.174E-06,  21.673E-06,  21.531E-06,  21.829E-06,  21.853E-06,  22.565E-06,  22.184E-06,  21.829E-06,  21.829E-06,  21.829E-06
  188080,  43.094E-06,  43.094E-06,  43.094E-06,  43.094E-06,  43.094E-06,  43.254E-06,  41.304E-06,  40.379E-06,  42.735E-06,  42.813E-06,  41.204E-06,  41.661E-06,  43.420E-06,  41.928E-06,  42.501E-06,  42.663E-06,  43.625E-06,  42.145E-06,  42.440E-06,  42.463E-06,  42.912E-06,  42.888E-06,  43.094E-06,  43.254E-06
  188081,  42.275E-06,  42.275E-06,  42.275E-06,  42.275E-06,  42.120E-06,  41.587E-06,  40.672E-06,  39.221E-06,  41.730E-06,  41.920E-06,  43.467E-06,  42.425E-06,  42.148E-06,  42.513E-06,  41.877E-06,  42.233E-06,  41.057E-06,  42.824E-06,  41.702E-06,  42.101E-06,  42.500E-06,  41.885E-06,  42.107E-06,  42.275E-06
  188082,  13.204E-06,  13.204E-06,  13.204E-06,  13.204E-06,  13.204E-06,  13.172E-06,  12.381E-06,  12.877E-06,  12.197E-06,  12.882E-06,  13.526E-06,  12.854E-06,  12.735E-06,  13.018E-06,  13.187E-06,  13.171E-06,  13.004E-06,  13.197E-06,  13.149E-06,  13.193E-06,  13.197E-06,  13.181E-06,  13.204E-06,  13.204E-06
  188083,  13.204E-06,  13.204E-06,  13.204E-06,  13.204E-06,  13.204E-06,  13.172E-06,  12.381E-06,  12.877E-06,  12.197E-06,  12.882E-06,  13.526E-06,  12.854E-06,  12.735E-06,  13.018E-06,  13.187E-06,  13.171E-06,  13.004E-06,  13.197E-06,  13.149E-06,  13.193E-06,  13.197E-06,  13.181E-06,  13.204E-06,  13.204E-06
  189122,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   8.977E-06,   9.167E-06,   8.818E-06,   8.555E-06,   8.686E-06,   8.818E-06,   9.259E-06,   8.977E-06,   9.104E-06,   8.745E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06
  189123,   1.507E-06,   1.507E-06,   1.507E-06,   1.507E-06,   1.533E-06,   1.465E-06,   1.380E-06,   1.424E-06,   1.504E-06,   1.425E-06,   1.411E-06,   1.443E-06,   1.465E-06,   1.426E-06,   1.507E-06,   1.486E-06,   1.465E-06,   1.507E-06,   1.507E-06,   1.507E-06,   1.507E-06,   1.507E-06,   1.507E-06,   1.507E-06
  189124,   1.507E-06,   1.507E-06,   1.507E-06,   1.507E-06,   1.533E-06,   1.465E-06,   1.380E-06,   1.424E-06,   1.504E-06,   1.425E-06,   1.411E-06,   1.443E-06,   1.465E-06,   1.426E-06,   1.507E-06,   1.486E-06,   1.465E-06,   1.507E-06,   1.507E-06,   1.507E-06,   1.507E-06,   1.507E-06,   1.507E-06,   1.507E-06
  189126,  97.031E-06,  97.031E-06,  97.031E-06,  97.031E-06,  97.031E-06,  97.298E-06,  94.596E-06,  91.048E-06,  89.617E-06,  91.862E-06,  95.033E-06,  97.143E-06,  95.272E-06,  95.067E-06,  96.262E-06,  97.268E-06,  96.004E-06,  96.059E-06,  96.722E-06,  96.949E-06,  96.905E-06,  97.031E-06,  97.031E-06,  97.040E-06
  189128,  93.890E-06,  93.278E-06,  93.890E-06,  93.890E-06,  93.890E-06,  92.609E-06,  91.523E-06,  92.642E-06,  90.986E-06,  92.673E-06,  91.692E-06,  92.459E-06,  93.740E-06,  89.149E-06,  92.655E-06,  92.326E-06,  93.578E-06,  91.804E-06,  92.085E-06,  92.762E-06,  93.035E-06,  92.855E-06,  93.439E-06,  93.890E-06
  189129, 334.701E-06, 334.701E-06, 334.701E-06, 334.701E-06, 332.495E-06, 332.506E-06, 326.756E-06, 329.886E-06, 324.762E-06, 327.731E-06, 329.593E-06, 331.129E-06, 331.033E-06, 328.793E-06, 334.384E-06, 330.785E-06, 331.304E-06, 328.414E-06, 336.190E-06, 333.692E-06, 334.373E-06, 335.361E-06, 333.957E-06, 334.507E-06
  189130,  77.259E-06,  77.259E-06,  77.259E-06,  77.442E-06,  78.674E-06,  82.022E-06,  96.674E-06,  95.570E-06,  97.143E-06,  92.932E-06,  83.666E-06,  83.976E-06,  79.911E-06,  85.073E-06,  79.994E-06,  80.395E-06,  82.805E-06,  81.548E-06,  80.276E-06,  79.117E-06,  79.470E-06,  79.616E-06,  77.853E-06,  77.449E-06
  189131,  30.237E-06,  30.237E-06,  30.237E-06,  30.234E-06,  30.233E-06,  31.478E-06,  36.633E-06,  35.520E-06,  36.287E-06,  32.048E-06,  34.767E-06,  31.255E-06,  31.437E-06,  34.875E-06,  30.187E-06,  32.880E-06,  31.335E-06,  29.995E-06,  31.247E-06,  29.737E-06,  30.736E-06,  30.441E-06,  29.659E-06,  30.237E-06
  189132, 133.447E-06, 133.447E-06, 133.447E-06, 133.441E-06, 133.210E-06, 133.866E-06, 127.263E-06, 122.396E-06, 118.125E-06, 125.019E-06, 130.651E-06, 127.821E-06, 131.108E-06, 131.290E-06, 129.016E-06, 131.454E-06, 130.699E-06, 132.380E-06, 130.235E-06, 133.382E-06, 132.821E-06, 132.756E-06, 132.972E-06, 133.015E-06
  189133, 335.785E-06, 335.878E-06, 335.586E-06, 335.785E-06, 335.730E-06, 332.874E-06, 335.070E-06, 328.820E-06, 334.391E-06, 331.082E-06, 319.286E-06, 330.009E-06, 333.893E-06, 335.225E-06, 338.277E-06, 332.816E-06, 336.736E-06, 337.150E-06, 332.934E-06, 333.227E-06, 336.594E-06, 335.577E-06, 337.507E-06, 335.938E-06
  189134, 334.711E-06, 334.711E-06, 334.064E-06, 334.451E-06, 334.779E-06, 330.462E-06, 318.039E-06, 316.177E-06, 313.561E-06, 320.289E-06, 319.367E-06, 328.435E-06, 324.702E-06, 328.565E-06, 326.425E-06, 327.231E-06, 328.233E-06, 328.580E-06, 332.136E-06, 333.626E-06, 332.948E-06, 333.250E-06, 334.842E-06, 334.711E-06
  189135, 334.711E-06, 334.711E-06, 334.064E-06, 334.451E-06, 334.779E-06, 330.462E-06, 318.039E-06, 316.177E-06, 313.561E-06, 320.289E-06, 319.367E-06, 328.435E-06, 324.702E-06, 328.565E-06, 326.425E-06, 327.231E-06, 328.233E-06, 328.580E-06, 332.136E-06, 333.626E-06, 332.948E-06, 333.250E-06, 334.842E-06, 334.711E-06
  189136,  46.004E-06,  46.004E-06,  46.004E-06,  46.004E-06,  46.004E-06,  45.544E-06,  46.799E-06,  44.564E-06,  45.917E-06,  44.270E-06,  44.919E-06,  43.298E-06,  44.239E-06,  45.610E-06,  45.109E-06,  44.087E-06,  45.020E-06,  46.290E-06,  45.833E-06,  44.948E-06,  45.803E-06,  45.616E-06,  46.004E-06,  46.004E-06
  189137, 251.466E-06, 251.466E-06, 251.466E-06, 251.466E-06, 250.986E-06, 249.384E-06, 242.286E-06, 235.733E-06, 230.530E-06, 243.025E-06, 244.630E-06, 248.450E-06, 250.657E-06, 244.820E-06, 247.292E-06, 248.968E-06, 248.584E-06, 250.601E-06, 249.425E-06, 250.107E-06, 251.385E-06, 251.237E-06, 250.309E-06, 251.466E-06
  189138,  43.461E-06,  43.461E-06,  43.461E-06,  43.461E-06,  43.461E-06,  42.285E-06,  42.288E-06,  39.490E-06,  43.245E-06,  42.631E-06,  42.580E-06,  43.288E-06,  43.607E-06,  43.984E-06,  43.181E-06,  43.345E-06,  43.450E-06,  43.183E-06,  43.266E-06,  43.461E-06,  43.451E-06,  43.348E-06,  43.461E-06,  43.461E-06
  189139,   3.712E-06,   3.712E-06,   3.712E-06,   3.712E-06,   3.712E-06,   3.712E-06,   3.025E-06,   3.575E-06,   4.093E-06,   4.591E-06,   3.840E-06,   3.437E-06,   3.668E-06,   3.575E-06,   3.894E-06,   3.712E-06,   3.906E-06,   3.712E-06,   3.712E-06,   3.712E-06,   3.712E-06,   3.712E-06,   3.712E-06,   3.712E-06
  189140,  29.958E-06,  29.958E-06,  29.958E-06,  29.958E-06,  29.958E-06,  29.389E-06,  28.585E-06,  27.856E-06,  29.055E-06,  28.440E-06,  29.660E-06,  29.286E-06,  29.726E-06,  29.317E-06,  29.322E-06,  29.504E-06,  29.750E-06,  29.956E-06,  29.312E-06,  30.050E-06,  29.906E-06,  29.891E-06,  29.958E-06,  29.958E-06
  189141,  19.276E-06,  19.276E-06,  19.276E-06,  19.276E-06,  19.252E-06,  19.508E-06,  21.081E-06,  21.005E-06,  20.112E-06,  20.020E-06,  19.870E-06,  19.661E-06,  19.323E-06,  19.804E-06,  19.828E-06,  19.882E-06,  19.553E-06,  19.946E-06,  20.642E-06,  19.726E-06,  19.343E-06,  19.494E-06,  19.272E-06,  19.280E-06
  189142,   6.866E-06,   6.866E-06,   6.866E-06,   6.866E-06,   6.866E-06,   6.866E-06,   7.112E-06,   6.034E-06,   7.104E-06,   6.677E-06,   6.285E-06,   6.884E-06,   6.895E-06,   6.051E-06,   6.567E-06,   6.415E-06,   7.403E-06,   6.499E-06,   6.505E-06,   6.982E-06,   6.672E-06,   6.866E-06,   6.866E-06,   6.780E-06
  189143,   6.866E-06,   6.866E-06,   6.866E-06,   6.866E-06,   6.866E-06,   6.866E-06,   7.112E-06,   6.034E-06,   7.104E-06,   6.677E-06,   6.285E-06,   6.884E-06,   6.895E-06,   6.051E-06,   6.567E-06,   6.415E-06,   7.403E-06,   6.499E-06,   6.505E-06,   6.982E-06,   6.672E-06,   6.866E-06,   6.866E-06,   6.780E-06
  190182,   1.507E-06,   1.507E-06,   1.507E-06,   1.507E-06,   1.533E-06,   1.465E-06,   1.380E-06,   1.424E-06,   1.504E-06,   1.425E-06,   1.411E-06,   1.443E-06,   1.465E-06,   1.426E-06,   1.507E-06,   1.486E-06,   1.465E-06,   1.507E-06,   1.507E-06,   1.507E-06,   1.507E-06,   1.507E-06,   1.507E-06,   1.507E-06
  190184,  12.466E-06,  12.466E-06,  12.466E-06,  12.466E-06,  12.466E-06,  12.445E-06,  11.592E-06,  12.205E-06,  11.858E-06,  11.843E-06,  12.439E-06,  12.259E-06,  12.484E-06,  12.420E-06,  12.443E-06,  12.261E-06,  12.351E-06,  12.443E-06,  12.188E-06,  12.194E-06,  12.466E-06,  12.466E-06,  12.466E-06,  12.466E-06
  190185,  12.466E-06,  12.466E-06,  12.466E-06,  12.466E-06,  12.466E-06,  12.445E-06,  11.592E-06,  12.205E-06,  11.858E-06,  11.843E-06,  12.439E-06,  12.259E-06,  12.484E-06,  12.420E-06,  12.443E-06,  12.261E-06,  12.351E-06,  12.443E-06,  12.188E-06,  12.194E-06,  12.466E-06,  12.466E-06,  12.466E-06,  12.466E-06
  190187,  60.619E-06,  60.619E-06,  60.619E-06,  60.619E-06,  60.308E-06,  59.496E-06,  59.632E-06,  54.353E-06,  57.922E-06,  58.918E-06,  58.835E-06,  59.484E-06,  60.211E-06,  59.400E-06,  57.909E-06,  60.444E-06,  60.670E-06,  61.360E-06,  59.890E-06,  59.907E-06,  60.487E-06,  60.941E-06,  60.619E-06,  60.619E-06
  190188, 334.701E-06, 334.701E-06, 334.701E-06, 334.701E-06, 332.495E-06, 332.506E-06, 326.756E-06, 329.886E-06, 324.762E-06, 327.731E-06, 329.593E-06, 331.129E-06, 331.033E-06, 328.793E-06, 334.384E-06, 330.785E-06, 331.304E-06, 328.414E-06, 336.190E-06, 333.692E-06, 334.373E-06, 335.361E-06, 333.957E-06, 334.507E-06
  190189,  17.484E-06,  17.484E-06,  17.484E-06,  17.484E-06,  17.484E-06,  20.717E-06,  25.519E-06,  32.604E-06,  28.172E-06,  23.152E-06,  20.249E-06,  18.011E-06,  17.077E-06,  19.865E-06,  18.538E-06,  18.840E-06,  18.360E-06,  18.507E-06,  17.722E-06,  17.734E-06,  16.650E-06,  18.376E-06,  17.594E-06,  17.484E-06
  190190,  27.352E-06,  27.352E-06,  27.352E-06,  27.352E-06,  27.308E-06,  27.724E-06,  27.434E-06,  25.401E-06,  28.774E-06,  27.789E-06,  27.382E-06,  25.637E-06,  28.191E-06,  28.643E-06,  27.487E-06,  27.224E-06,  27.890E-06,  26.757E-06,  28.130E-06,  27.032E-06,  28.000E-06,  26.903E-06,  27.352E-06,  27.439E-06
  190191, 117.025E-06, 117.025E-06, 117.025E-06, 117.025E-06, 117.284E-06, 113.985E-06, 116.677E-06, 115.522E-06, 116.528E-06, 114.851E-06, 115.722E-06, 116.763E-06, 116.460E-06, 114.318E-06, 115.246E-06, 115.242E-06, 115.665E-06, 114.972E-06, 116.949E-06, 114.897E-06, 115.666E-06, 116.097E-06, 117.255E-06, 117.120E-06
  190192,  37.626E-06,  37.626E-06,  37.626E-06,  37.626E-06,  37.701E-06,  37.856E-06,  37.118E-06,  33.998E-06,  36.490E-06,  36.439E-06,  35.687E-06,  36.988E-06,  36.743E-06,  35.961E-06,  36.445E-06,  37.144E-06,  36.554E-06,  37.444E-06,  36.144E-06,  38.136E-06,  37.370E-06,  36.441E-06,  37.089E-06,  37.626E-06
  190193, 334.711E-06, 334.711E-06, 334.064E-06, 334.451E-06, 334.779E-06, 330.462E-06, 318.039E-06, 316.177E-06, 313.561E-06, 320.289E-06, 319.367E-06, 328.435E-06, 324.702E-06, 328.565E-06, 326.425E-06, 327.231E-06, 328.233E-06, 328.580E-06, 332.136E-06, 333.626E-06, 332.948E-06, 333.250E-06, 334.842E-06, 334.711E-06
  190197,  43.461E-06,  43.461E-06,  43.461E-06,  43.461E-06,  43.461E-06,  42.285E-06,  42.288E-06,  39.490E-06,  43.245E-06,  42.631E-06,  42.580E-06,  43.288E-06,  43.607E-06,  43.984E-06,  43.181E-06,  43.345E-06,  43.450E-06,  43.183E-06,  43.266E-06,  43.461E-06,  43.451E-06,  43.348E-06,  43.461E-06,  43.461E-06
  190198,   3.712E-06,   3.712E-06,   3.712E-06,   3.712E-06,   3.712E-06,   3.712E-06,   3.025E-06,   3.575E-06,   4.093E-06,   4.591E-06,   3.840E-06,   3.437E-06,   3.668E-06,   3.575E-06,   3.894E-06,   3.712E-06,   3.906E-06,   3.712E-06,   3.712E-06,   3.712E-06,   3.712E-06,   3.712E-06,   3.712E-06,   3.712E-06
  190199,  29.958E-06,  29.958E-06,  29.958E-06,  29.958E-06,  29.958E-06,  29.389E-06,  28.585E-06,  27.856E-06,  29.055E-06,  28.440E-06,  29.660E-06,  29.286E-06,  29.726E-06,  29.317E-06,  29.322E-06,  29.504E-06,  29.750E-06,  29.956E-06,  29.312E-06,  30.050E-06,  29.906E-06,  29.891E-06,  29.958E-06,  29.958E-06
  190200,  19.276E-06,  19.276E-06,  19.276E-06,  19.276E-06,  19.252E-06,  19.508E-06,  21.081E-06,  21.005E-06,  20.112E-06,  20.020E-06,  19.870E-06,  19.661E-06,  19.323E-06,  19.804E-06,  19.828E-06,  19.882E-06,  19.553E-06,  19.946E-06,  20.642E-06,  19.726E-06,  19.343E-06,  19.494E-06,  19.272E-06,  19.280E-06
  190201,   6.866E-06,   6.866E-06,   6.866E-06,   6.866E-06,   6.866E-06,   6.866E-06,   7.112E-06,   6.034E-06,   7.104E-06,   6.677E-06,   6.285E-06,   6.884E-06,   6.895E-06,   6.051E-06,   6.567E-06,   6.415E-06,   7.403E-06,   6.499E-06,   6.505E-06,   6.982E-06,   6.672E-06,   6.866E-06,   6.866E-06,   6.780E-06
  191243,  12.466E-06,  12.466E-06,  12.466E-06,  12.466E-06,  12.466E-06,  12.445E-06,  11.592E-06,  12.205E-06,  11.858E-06,  11.843E-06,  12.439E-06,  12.259E-06,  12.484E-06,  12.420E-06,  12.443E-06,  12.261E-06,  12.351E-06,  12.443E-06,  12.188E-06,  12.194E-06,  12.466E-06,  12.466E-06,  12.466E-06,  12.466E-06
  191246,  60.619E-06,  60.619E-06,  60.619E-06,  60.619E-06,  60.308E-06,  59.496E-06,  59.632E-06,  54.353E-06,  57.922E-06,  58.918E-06,  58.835E-06,  59.484E-06,  60.211E-06,  59.400E-06,  57.909E-06,  60.444E-06,  60.670E-06,  61.360E-06,  59.890E-06,  59.907E-06,  60.487E-06,  60.941E-06,  60.619E-06,  60.619E-06
  191248,  17.484E-06,  17.484E-06,  17.484E-06,  17.484E-06,  17.484E-06,  20.717E-06,  25.519E-06,  32.604E-06,  28.172E-06,  23.152E-06,  20.249E-06,  18.011E-06,  17.077E-06,  19.865E-06,  18.538E-06,  18.840E-06,  18.360E-06,  18.507E-06,  17.722E-06,  17.734E-06,  16.650E-06,  18.376E-06,  17.594E-06,  17.484E-06
  191249,  23.530E-06,  23.530E-06,  23.530E-06,  23.530E-06,  23.448E-06,  23.319E-06,  21.835E-06,  20.019E-06,  22.887E-06,  22.480E-06,  21.978E-06,  22.990E-06,  22.858E-06,  23.136E-06,  23.405E-06,  23.061E-06,  23.530E-06,  23.502E-06,  23.495E-06,  23.530E-06,  23.530E-06,  23.530E-06,  23.530E-06,  23.530E-06
  191250, 117.025E-06, 117.025E-06, 117.025E-06, 117.025E-06, 117.284E-06, 113.985E-06, 116.677E-06, 115.522E-06, 116.528E-06, 114.851E-06, 115.722E-06, 116.763E-06, 116.460E-06, 114.318E-06, 115.246E-06, 115.242E-06, 115.665E-06, 114.972E-06, 116.949E-06, 114.897E-06, 115.666E-06, 116.097E-06, 117.255E-06, 117.120E-06
  191251,  37.626E-06,  37.626E-06,  37.626E-06,  37.626E-06,  37.701E-06,  37.856E-06,  37.118E-06,  33.998E-06,  36.490E-06,  36.439E-06,  35.687E-06,  36.988E-06,  36.743E-06,  35.961E-06,  36.445E-06,  37.144E-06,  36.554E-06,  37.444E-06,  36.144E-06,  38.136E-06,  37.370E-06,  36.441E-06,  37.089E-06,  37.626E-06
  191253,   8.260E-06,   8.260E-06,   8.260E-06,   8.260E-06,   8.260E-06,   8.260E-06,   7.744E-06,   5.162E-06,   8.260E-06,   6.711E-06,   7.227E-06,   7.744E-06,   7.227E-06,   7.744E-06,   8.646E-06,   7.744E-06,   8.260E-06,   7.744E-06,   7.744E-06,   8.260E-06,   8.260E-06,   8.260E-06,   8.260E-06,   8.260E-06
  191254,   8.260E-06,   8.260E-06,   8.260E-06,   8.260E-06,   8.260E-06,   8.260E-06,   7.744E-06,   5.162E-06,   8.260E-06,   6.711E-06,   7.227E-06,   7.744E-06,   7.227E-06,   7.744E-06,   8.646E-06,   7.744E-06,   8.260E-06,   7.744E-06,   7.744E-06,   8.260E-06,   8.260E-06,   8.260E-06,   8.260E-06,   8.260E-06
  192307,  83.062E-06,  83.062E-06,  83.062E-06,  83.058E-06,  82.607E-06,  82.249E-06,  80.652E-06,  79.803E-06,  79.282E-06,  80.183E-06,  82.686E-06,  82.164E-06,  82.690E-06,  83.231E-06,  83.288E-06,  83.323E-06,  83.385E-06,  82.961E-06,  82.568E-06,  83.062E-06,  83.062E-06,  83.024E-06,  83.062E-06,  83.062E-06
  192308,  52.052E-06,  52.052E-06,  52.052E-06,  51.877E-06,  51.617E-06,  50.986E-06,  51.943E-06,  49.442E-06,  52.180E-06,  49.808E-06,  50.888E-06,  51.098E-06,  51.222E-06,  51.873E-06,  52.067E-06,  50.508E-06,  52.276E-06,  51.962E-06,  51.990E-06,  51.480E-06,  52.052E-06,  52.052E-06,  52.052E-06,  52.052E-06
  192309,  52.052E-06,  52.052E-06,  52.052E-06,  51.877E-06,  51.617E-06,  50.986E-06,  51.943E-06,  49.442E-06,  52.180E-06,  49.808E-06,  50.888E-06,  51.098E-06,  51.222E-06,  51.873E-06,  52.067E-06,  50.508E-06,  52.276E-06,  51.962E-06,  51.990E-06,  51.480E-06,  52.052E-06,  52.052E-06,  52.052E-06,  52.052E-06
  192311,  24.949E-06,  24.949E-06,  24.949E-06,  24.949E-06,  24.949E-06,  24.949E-06,  25.651E-06,  26.157E-06,  26.287E-06,  25.407E-06,  24.260E-06,  23.502E-06,  25.015E-06,  23.576E-06,  26.697E-06,  25.748E-06,  24.599E-06,  24.949E-06,  24.949E-06,  24.949E-06,  24.949E-06,  24.949E-06,  24.949E-06,  24.949E-06
  192312,   8.260E-06,   8.260E-06,   8.260E-06,   8.260E-06,   8.260E-06,   8.260E-06,   7.744E-06,   5.162E-06,   8.260E-06,   6.711E-06,   7.227E-06,   7.744E-06,   7.227E-06,   7.744E-06,   8.646E-06,   7.744E-06,   8.260E-06,   7.744E-06,   7.744E-06,   8.260E-06,   8.260E-06,   8.260E-06,   8.260E-06,   8.260E-06
  193365,  60.949E-06,  60.949E-06,  60.800E-06,  60.949E-06,  61.045E-06,  60.014E-06,  58.654E-06,  58.836E-06,  57.964E-06,  60.372E-06,  60.356E-06,  60.734E-06,  60.508E-06,  60.282E-06,  60.651E-06,  60.383E-06,  60.762E-06,  60.949E-06,  60.430E-06,  61.098E-06,  60.949E-06,  60.977E-06,  60.949E-06,  60.949E-06
  193366,  83.062E-06,  83.062E-06,  83.062E-06,  83.058E-06,  82.607E-06,  82.249E-06,  80.652E-06,  79.803E-06,  79.282E-06,  80.183E-06,  82.686E-06,  82.164E-06,  82.690E-06,  83.231E-06,  83.288E-06,  83.323E-06,  83.385E-06,  82.961E-06,  82.568E-06,  83.062E-06,  83.062E-06,  83.024E-06,  83.062E-06,  83.062E-06
  193367,  52.052E-06,  52.052E-06,  52.052E-06,  51.877E-06,  51.617E-06,  50.986E-06,  51.943E-06,  49.442E-06,  52.180E-06,  49.808E-06,  50.888E-06,  51.098E-06,  51.222E-06,  51.873E-06,  52.067E-06,  50.508E-06,  52.276E-06,  51.962E-06,  51.990E-06,  51.480E-06,  52.052E-06,  52.052E-06,  52.052E-06,  52.052E-06
  193369,  24.686E-06,  24.686E-06,  24.686E-06,  24.686E-06,  24.686E-06,  24.053E-06,  24.834E-06,  23.298E-06,  23.807E-06,  24.886E-06,  23.979E-06,  22.719E-06,  23.367E-06,  25.029E-06,  22.981E-06,  25.322E-06,  24.830E-06,  24.787E-06,  24.737E-06,  25.383E-06,  23.842E-06,  24.695E-06,  23.463E-06,  24.686E-06
  193370,   6.461E-06,   6.461E-06,   6.461E-06,   6.461E-06,   6.461E-06,   6.461E-06,   7.137E-06,  11.670E-06,   7.485E-06,   6.123E-06,   5.962E-06,   5.953E-06,   6.067E-06,   7.339E-06,   6.526E-06,   6.544E-06,   6.013E-06,   7.313E-06,   6.461E-06,   7.549E-06,   6.557E-06,   6.461E-06,   7.829E-06,   6.461E-06
  193371,   6.461E-06,   6.461E-06,   6.461E-06,   6.461E-06,   6.461E-06,   6.461E-06,   7.137E-06,  11.670E-06,   7.485E-06,   6.123E-06,   5.962E-06,   5.953E-06,   6.067E-06,   7.339E-06,   6.526E-06,   6.544E-06,   6.013E-06,   7.313E-06,   6.461E-06,   7.549E-06,   6.557E-06,   6.461E-06,   7.829E-06,   6.461E-06
  193373,  39.232E-06,  39.232E-06,  39.232E-06,  39.232E-06,  39.232E-06,  39.035E-06,  37.217E-06,  38.600E-06,  37.830E-06,  38.281E-06,  40.161E-06,  39.460E-06,  39.104E-06,  40.037E-06,  38.859E-06,  38.479E-06,  39.142E-06,  39.294E-06,  39.275E-06,  38.283E-06,  38.914E-06,  39.232E-06,  39.442E-06,  38.956E-06
