GRIDODE,P00,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23
  179595,  10.101E-06,  10.101E-06,  10.101E-06,  10.101E-06,  10.101E-06,  10.101E-06,  10.105E-06,  10.976E-06,   9.774E-06,  10.111E-06,   9.609E-06,  10.101E-06,   9.621E-06,  10.109E-06,  10.101E-06,  10.101E-06,  10.101E-06,  10.101E-06,  10.180E-06,  10.101E-06,  10.085E-06,  10.101E-06,  10.101E-06,  10.101E-06
  179596, 231.004E-06, 231.004E-06, 231.004E-06, 231.004E-06, 231.296E-06, 228.907E-06, 223.614E-06, 217.580E-06, 216.262E-06, 220.685E-06, 224.413E-06, 225.094E-06, 223.591E-06, 227.159E-06, 228.718E-06, 229.121E-06, 230.525E-06, 228.740E-06, 230.613E-06, 229.485E-06, 230.681E-06, 229.492E-06, 230.283E-06, 231.004E-06
  179597, 137.647E-06, 137.647E-06, 137.482E-06, 137.647E-06, 137.644E-06, 138.091E-06, 136.647E-06, 136.028E-06, 141.187E-06, 136.774E-06, 133.405E-06, 135.929E-06, 135.873E-06, 138.463E-06, 138.561E-06, 138.542E-06, 134.581E-06, 137.827E-06, 136.419E-06, 137.097E-06, 137.259E-06, 137.772E-06, 137.143E-06, 137.581E-06
  179598, 110.892E-06, 110.892E-06, 111.008E-06, 111.003E-06, 111.064E-06, 113.329E-06, 129.744E-06, 139.108E-06, 157.519E-06, 154.571E-06, 130.562E-06, 124.924E-06, 121.967E-06, 122.453E-06, 117.193E-06, 116.441E-06, 117.457E-06, 116.392E-06, 114.576E-06, 114.507E-06, 111.257E-06, 112.077E-06, 111.472E-06, 111.162E-06
  179599, 116.729E-06, 116.729E-06, 116.729E-06, 117.352E-06, 116.954E-06, 120.494E-06, 138.317E-06, 178.274E-06, 215.516E-06, 204.412E-06, 168.439E-06, 148.774E-06, 133.913E-06, 133.318E-06, 134.460E-06, 133.741E-06, 130.366E-06, 126.503E-06, 127.489E-06, 123.104E-06, 121.729E-06, 119.324E-06, 118.576E-06, 116.758E-06
  179600, 287.512E-06, 287.525E-06, 288.296E-06, 288.416E-06, 289.676E-06, 297.062E-06, 344.900E-06, 427.005E-06, 465.380E-06, 481.472E-06, 386.462E-06, 343.970E-06, 330.723E-06, 321.124E-06, 337.791E-06, 329.889E-06, 313.533E-06, 308.612E-06, 307.489E-06, 301.853E-06, 296.008E-06, 291.295E-06, 290.471E-06, 287.556E-06
  179601, 363.507E-06, 363.646E-06, 364.084E-06, 363.520E-06, 364.903E-06, 376.389E-06, 407.279E-06, 466.760E-06, 507.876E-06, 568.241E-06, 558.925E-06, 491.919E-06, 454.046E-06, 436.540E-06, 424.878E-06, 420.832E-06, 403.282E-06, 393.772E-06, 387.603E-06, 376.567E-06, 367.022E-06, 367.501E-06, 366.629E-06, 363.891E-06
  179602, 352.080E-06, 352.299E-06, 351.905E-06, 352.080E-06, 352.803E-06, 357.338E-06, 368.265E-06, 365.888E-06, 368.533E-06, 360.413E-06, 354.677E-06, 353.760E-06, 356.002E-06, 354.247E-06, 356.849E-06, 356.441E-06, 352.274E-06, 355.629E-06, 353.741E-06, 353.918E-06, 354.465E-06, 353.348E-06, 352.270E-06, 352.640E-06
  179603, 235.275E-06, 235.275E-06, 235.338E-06, 235.275E-06, 236.776E-06, 238.723E-06, 247.788E-06, 242.351E-06, 242.086E-06, 243.278E-06, 233.612E-06, 235.485E-06, 236.297E-06, 239.591E-06, 234.988E-06, 238.626E-06, 231.942E-06, 234.416E-06, 236.947E-06, 235.812E-06, 234.532E-06, 236.646E-06, 235.086E-06, 235.548E-06
  179604, 454.545E-06, 454.545E-06, 454.547E-06, 454.041E-06, 454.184E-06, 449.868E-06, 446.491E-06, 430.304E-06, 431.330E-06, 435.106E-06, 442.027E-06, 444.649E-06, 447.057E-06, 452.204E-06, 450.686E-06, 447.053E-06, 452.716E-06, 452.110E-06, 451.424E-06, 453.180E-06, 452.332E-06, 453.336E-06, 454.384E-06, 454.651E-06
  179605, 454.545E-06, 454.545E-06, 454.547E-06, 454.041E-06, 454.184E-06, 449.868E-06, 446.491E-06, 430.304E-06, 431.330E-06, 435.106E-06, 442.027E-06, 444.649E-06, 447.057E-06, 452.204E-06, 450.686E-06, 447.053E-06, 452.716E-06, 452.110E-06, 451.424E-06, 453.180E-06, 452.332E-06, 453.336E-06, 454.384E-06, 454.651E-06
  179606, 228.831E-06, 228.831E-06, 228.839E-06, 228.831E-06, 229.137E-06, 228.551E-06, 220.131E-06, 212.696E-06, 217.213E-06, 218.973E-06, 218.525E-06, 223.715E-06, 224.624E-06, 224.436E-06, 223.300E-06, 226.971E-06, 224.061E-06, 227.944E-06, 224.689E-06, 228.721E-06, 229.124E-06, 227.635E-06, 229.229E-06, 228.663E-06
  179607, 368.081E-06, 368.081E-06, 368.081E-06, 368.081E-06, 368.124E-06, 363.907E-06, 358.550E-06, 349.234E-06, 350.983E-06, 360.241E-06, 358.070E-06, 361.628E-06, 363.717E-06, 361.315E-06, 363.562E-06, 362.784E-06, 365.933E-06, 365.870E-06, 366.535E-06, 368.121E-06, 367.110E-06, 369.465E-06, 366.907E-06, 368.165E-06
  179608, 245.931E-06, 245.931E-06, 245.931E-06, 245.931E-06, 244.992E-06, 243.370E-06, 236.312E-06, 235.699E-06, 236.744E-06, 236.722E-06, 242.389E-06, 245.934E-06, 245.715E-06, 246.412E-06, 244.640E-06, 244.223E-06, 245.050E-06, 244.459E-06, 245.126E-06, 245.598E-06, 245.717E-06, 245.825E-06, 245.933E-06, 245.931E-06
  179609, 141.520E-06, 141.520E-06, 141.520E-06, 141.520E-06, 141.301E-06, 140.089E-06, 137.113E-06, 134.471E-06, 137.850E-06, 138.173E-06, 140.528E-06, 140.146E-06, 141.206E-06, 140.383E-06, 141.927E-06, 141.234E-06, 142.090E-06, 140.339E-06, 140.126E-06, 140.659E-06, 141.042E-06, 141.026E-06, 141.892E-06, 141.535E-06
  179610, 141.520E-06, 141.520E-06, 141.520E-06, 141.520E-06, 141.301E-06, 140.089E-06, 137.113E-06, 134.471E-06, 137.850E-06, 138.173E-06, 140.528E-06, 140.146E-06, 141.206E-06, 140.383E-06, 141.927E-06, 141.234E-06, 142.090E-06, 140.339E-06, 140.126E-06, 140.659E-06, 141.042E-06, 141.026E-06, 141.892E-06, 141.535E-06
  180655, 553.013E-06, 553.013E-06, 553.013E-06, 553.013E-06, 553.167E-06, 549.736E-06, 528.559E-06, 511.073E-06, 521.866E-06, 522.241E-06, 537.755E-06, 547.486E-06, 547.163E-06, 542.921E-06, 543.139E-06, 541.633E-06, 548.563E-06, 549.645E-06, 547.068E-06, 548.848E-06, 551.966E-06, 551.192E-06, 552.445E-06, 553.013E-06
  180656, 441.934E-06, 441.934E-06, 441.659E-06, 441.934E-06, 441.389E-06, 439.117E-06, 432.696E-06, 425.178E-06, 426.219E-06, 432.094E-06, 437.057E-06, 438.261E-06, 439.792E-06, 434.940E-06, 436.245E-06, 438.474E-06, 438.779E-06, 439.870E-06, 440.095E-06, 441.431E-06, 441.561E-06, 440.883E-06, 441.666E-06, 442.315E-06
  180657, 169.798E-06, 169.798E-06, 169.798E-06, 169.798E-06, 170.054E-06, 176.058E-06, 198.654E-06, 207.230E-06, 200.621E-06, 190.748E-06, 181.925E-06, 179.097E-06, 177.052E-06, 179.870E-06, 176.408E-06, 174.450E-06, 173.289E-06, 171.465E-06, 172.987E-06, 171.882E-06, 170.069E-06, 171.869E-06, 170.517E-06, 169.983E-06
  180658, 361.765E-06, 361.535E-06, 361.765E-06, 361.736E-06, 359.731E-06, 364.967E-06, 372.674E-06, 378.968E-06, 393.616E-06, 375.597E-06, 367.964E-06, 368.538E-06, 359.409E-06, 359.917E-06, 370.565E-06, 364.953E-06, 365.962E-06, 360.678E-06, 364.082E-06, 362.330E-06, 362.325E-06, 363.984E-06, 363.629E-06, 362.305E-06
  180659, 413.581E-06, 414.126E-06, 413.718E-06, 413.655E-06, 413.581E-06, 419.252E-06, 443.811E-06, 474.796E-06, 443.689E-06, 438.346E-06, 426.540E-06, 421.396E-06, 421.018E-06, 422.766E-06, 428.015E-06, 423.556E-06, 423.963E-06, 418.333E-06, 417.877E-06, 415.345E-06, 416.150E-06, 414.236E-06, 414.268E-06, 413.770E-06
  180660, 588.272E-06, 588.533E-06, 588.216E-06, 588.028E-06, 588.875E-06, 587.781E-06, 591.222E-06, 583.658E-06, 594.547E-06, 610.127E-06, 613.765E-06, 608.471E-06, 603.476E-06, 598.181E-06, 596.373E-06, 597.209E-06, 588.677E-06, 591.839E-06, 591.017E-06, 591.301E-06, 592.402E-06, 588.947E-06, 587.646E-06, 587.915E-06
  180661, 432.007E-06, 432.007E-06, 432.007E-06, 432.211E-06, 432.007E-06, 430.512E-06, 429.077E-06, 410.619E-06, 406.645E-06, 417.473E-06, 423.782E-06, 427.560E-06, 429.177E-06, 426.137E-06, 424.620E-06, 425.076E-06, 430.626E-06, 431.778E-06, 430.365E-06, 431.532E-06, 430.529E-06, 430.993E-06, 431.817E-06, 432.006E-06
  180662, 171.044E-06, 171.044E-06, 171.111E-06, 170.980E-06, 171.632E-06, 172.780E-06, 181.122E-06, 184.387E-06, 172.072E-06, 172.600E-06, 167.191E-06, 171.055E-06, 173.503E-06, 175.782E-06, 175.035E-06, 175.934E-06, 170.324E-06, 173.414E-06, 172.815E-06, 171.136E-06, 171.336E-06, 171.330E-06, 171.460E-06, 170.887E-06
  180663, 171.044E-06, 171.044E-06, 171.111E-06, 170.980E-06, 171.632E-06, 172.780E-06, 181.122E-06, 184.387E-06, 172.072E-06, 172.600E-06, 167.191E-06, 171.055E-06, 173.503E-06, 175.782E-06, 175.035E-06, 175.934E-06, 170.324E-06, 173.414E-06, 172.815E-06, 171.136E-06, 171.336E-06, 171.330E-06, 171.460E-06, 170.887E-06
  180665, 228.831E-06, 228.831E-06, 228.839E-06, 228.831E-06, 229.137E-06, 228.551E-06, 220.131E-06, 212.696E-06, 217.213E-06, 218.973E-06, 218.525E-06, 223.715E-06, 224.624E-06, 224.436E-06, 223.300E-06, 226.971E-06, 224.061E-06, 227.944E-06, 224.689E-06, 228.721E-06, 229.124E-06, 227.635E-06, 229.229E-06, 228.663E-06
  180666, 368.081E-06, 368.081E-06, 368.081E-06, 368.081E-06, 368.124E-06, 363.907E-06, 358.550E-06, 349.234E-06, 350.983E-06, 360.241E-06, 358.070E-06, 361.628E-06, 363.717E-06, 361.315E-06, 363.562E-06, 362.784E-06, 365.933E-06, 365.870E-06, 366.535E-06, 368.121E-06, 367.110E-06, 369.465E-06, 366.907E-06, 368.165E-06
  180667, 245.931E-06, 245.931E-06, 245.931E-06, 245.931E-06, 244.992E-06, 243.370E-06, 236.312E-06, 235.699E-06, 236.744E-06, 236.722E-06, 242.389E-06, 245.934E-06, 245.715E-06, 246.412E-06, 244.640E-06, 244.223E-06, 245.050E-06, 244.459E-06, 245.126E-06, 245.598E-06, 245.717E-06, 245.825E-06, 245.933E-06, 245.931E-06
  180668, 141.520E-06, 141.520E-06, 141.520E-06, 141.520E-06, 141.301E-06, 140.089E-06, 137.113E-06, 134.471E-06, 137.850E-06, 138.173E-06, 140.528E-06, 140.146E-06, 141.206E-06, 140.383E-06, 141.927E-06, 141.234E-06, 142.090E-06, 140.339E-06, 140.126E-06, 140.659E-06, 141.042E-06, 141.026E-06, 141.892E-06, 141.535E-06
  180669,  29.891E-06,  29.891E-06,  29.891E-06,  29.891E-06,  29.891E-06,  30.200E-06,  30.035E-06,  26.918E-06,  30.092E-06,  28.690E-06,  29.882E-06,  30.681E-06,  29.230E-06,  31.068E-06,  29.795E-06,  29.578E-06,  30.289E-06,  29.891E-06,  29.891E-06,  29.891E-06,  29.891E-06,  29.891E-06,  29.891E-06,  30.213E-06
  180670,  29.891E-06,  29.891E-06,  29.891E-06,  29.891E-06,  29.891E-06,  30.200E-06,  30.035E-06,  26.918E-06,  30.092E-06,  28.690E-06,  29.882E-06,  30.681E-06,  29.230E-06,  31.068E-06,  29.795E-06,  29.578E-06,  30.289E-06,  29.891E-06,  29.891E-06,  29.891E-06,  29.891E-06,  29.891E-06,  29.891E-06,  30.213E-06
  181714, 152.722E-06, 152.722E-06, 152.287E-06, 152.722E-06, 152.659E-06, 152.282E-06, 147.606E-06, 142.691E-06, 139.388E-06, 145.825E-06, 148.242E-06, 148.607E-06, 151.229E-06, 147.518E-06, 150.716E-06, 149.901E-06, 150.596E-06, 151.094E-06, 151.889E-06, 151.725E-06, 152.106E-06, 151.750E-06, 152.585E-06, 152.722E-06
  181715, 129.293E-06, 129.293E-06, 129.293E-06, 129.293E-06, 129.515E-06, 131.064E-06, 147.264E-06, 174.898E-06, 160.306E-06, 156.349E-06, 144.889E-06, 141.129E-06, 136.951E-06, 146.934E-06, 144.665E-06, 143.039E-06, 139.523E-06, 137.340E-06, 135.159E-06, 131.271E-06, 130.357E-06, 131.120E-06, 130.110E-06, 129.195E-06
  181716, 259.606E-06, 259.606E-06, 259.606E-06, 259.606E-06, 259.617E-06, 262.048E-06, 271.978E-06, 261.276E-06, 280.150E-06, 268.062E-06, 265.609E-06, 261.296E-06, 263.630E-06, 267.430E-06, 264.619E-06, 262.784E-06, 263.141E-06, 261.319E-06, 262.475E-06, 258.885E-06, 261.061E-06, 260.428E-06, 260.052E-06, 259.695E-06
  181717, 340.633E-06, 340.889E-06, 340.844E-06, 340.484E-06, 341.551E-06, 342.550E-06, 343.798E-06, 358.353E-06, 356.399E-06, 349.578E-06, 343.385E-06, 346.562E-06, 344.805E-06, 345.079E-06, 342.609E-06, 340.927E-06, 343.876E-06, 339.166E-06, 341.560E-06, 340.950E-06, 343.058E-06, 341.133E-06, 341.664E-06, 340.294E-06
  181718, 231.876E-06, 231.772E-06, 231.853E-06, 232.352E-06, 231.909E-06, 235.368E-06, 258.716E-06, 263.969E-06, 254.509E-06, 246.294E-06, 239.798E-06, 233.180E-06, 237.489E-06, 236.129E-06, 236.722E-06, 232.752E-06, 232.487E-06, 234.843E-06, 232.912E-06, 232.164E-06, 234.241E-06, 232.194E-06, 232.499E-06, 231.782E-06
  181719, 281.252E-06, 281.507E-06, 281.077E-06, 281.596E-06, 281.513E-06, 283.897E-06, 316.643E-06, 357.847E-06, 324.336E-06, 311.555E-06, 300.810E-06, 298.334E-06, 293.747E-06, 310.592E-06, 301.167E-06, 296.542E-06, 294.420E-06, 290.545E-06, 286.183E-06, 285.196E-06, 290.146E-06, 284.578E-06, 283.983E-06, 281.604E-06
  181720, 312.063E-06, 311.733E-06, 312.063E-06, 312.183E-06, 312.465E-06, 315.506E-06, 319.746E-06, 325.960E-06, 313.529E-06, 311.742E-06, 311.047E-06, 316.065E-06, 312.567E-06, 315.009E-06, 314.834E-06, 314.829E-06, 310.313E-06, 311.897E-06, 313.633E-06, 312.274E-06, 312.440E-06, 313.221E-06, 313.198E-06, 312.384E-06
  181721, 480.240E-06, 480.064E-06, 480.314E-06, 480.009E-06, 479.964E-06, 477.466E-06, 469.380E-06, 462.108E-06, 455.088E-06, 458.658E-06, 470.382E-06, 470.378E-06, 472.803E-06, 476.427E-06, 474.639E-06, 468.978E-06, 473.881E-06, 476.465E-06, 478.323E-06, 479.045E-06, 477.810E-06, 478.475E-06, 479.280E-06, 479.781E-06
  181722, 382.987E-06, 382.771E-06, 382.987E-06, 382.987E-06, 382.322E-06, 380.816E-06, 378.126E-06, 373.933E-06, 367.958E-06, 366.285E-06, 373.418E-06, 376.797E-06, 378.625E-06, 380.810E-06, 379.789E-06, 382.620E-06, 384.459E-06, 384.579E-06, 381.635E-06, 381.759E-06, 382.830E-06, 382.765E-06, 383.026E-06, 383.400E-06
  181723, 382.987E-06, 382.771E-06, 382.987E-06, 382.987E-06, 382.322E-06, 380.816E-06, 378.126E-06, 373.933E-06, 367.958E-06, 366.285E-06, 373.418E-06, 376.797E-06, 378.625E-06, 380.810E-06, 379.789E-06, 382.620E-06, 384.459E-06, 384.579E-06, 381.635E-06, 381.759E-06, 382.830E-06, 382.765E-06, 383.026E-06, 383.400E-06
  181728,  48.756E-06,  48.756E-06,  48.756E-06,  48.756E-06,  48.987E-06,  48.480E-06,  46.602E-06,  46.330E-06,  49.941E-06,  47.997E-06,  47.097E-06,  46.681E-06,  48.021E-06,  48.833E-06,  48.661E-06,  47.769E-06,  47.402E-06,  47.828E-06,  47.590E-06,  48.381E-06,  48.546E-06,  48.756E-06,  48.115E-06,  48.756E-06
  181729,  48.756E-06,  48.756E-06,  48.756E-06,  48.756E-06,  48.987E-06,  48.480E-06,  46.602E-06,  46.330E-06,  49.941E-06,  47.997E-06,  47.097E-06,  46.681E-06,  48.021E-06,  48.833E-06,  48.661E-06,  47.769E-06,  47.402E-06,  47.828E-06,  47.590E-06,  48.381E-06,  48.546E-06,  48.756E-06,  48.115E-06,  48.756E-06
  181730,  15.891E-06,  15.891E-06,  15.891E-06,  15.891E-06,  15.891E-06,  16.210E-06,  15.493E-06,  15.620E-06,  13.223E-06,  14.467E-06,  16.539E-06,  15.513E-06,  15.513E-06,  15.284E-06,  15.493E-06,  15.891E-06,  15.891E-06,  15.891E-06,  15.891E-06,  15.891E-06,  15.891E-06,  15.891E-06,  15.891E-06,  15.891E-06
  181731,  15.891E-06,  15.891E-06,  15.891E-06,  15.891E-06,  15.891E-06,  16.210E-06,  15.493E-06,  15.620E-06,  13.223E-06,  14.467E-06,  16.539E-06,  15.513E-06,  15.513E-06,  15.284E-06,  15.493E-06,  15.891E-06,  15.891E-06,  15.891E-06,  15.891E-06,  15.891E-06,  15.891E-06,  15.891E-06,  15.891E-06,  15.891E-06
  182773, 165.145E-06, 165.145E-06, 165.498E-06, 165.145E-06, 164.579E-06, 164.395E-06, 163.602E-06, 156.890E-06, 153.412E-06, 161.099E-06, 159.725E-06, 162.905E-06, 161.381E-06, 159.000E-06, 163.708E-06, 160.953E-06, 160.776E-06, 160.612E-06, 165.935E-06, 163.253E-06, 165.825E-06, 165.515E-06, 164.802E-06, 165.145E-06
  182774, 156.322E-06, 156.301E-06, 156.491E-06, 156.322E-06, 156.902E-06, 159.064E-06, 165.622E-06, 182.948E-06, 173.708E-06, 166.316E-06, 166.783E-06, 169.000E-06, 166.412E-06, 169.721E-06, 167.615E-06, 162.846E-06, 162.826E-06, 161.436E-06, 157.823E-06, 159.714E-06, 159.078E-06, 157.499E-06, 157.088E-06, 156.054E-06
  182775, 230.178E-06, 230.068E-06, 230.017E-06, 229.889E-06, 229.584E-06, 231.272E-06, 232.869E-06, 247.729E-06, 232.528E-06, 229.596E-06, 231.346E-06, 227.342E-06, 230.947E-06, 229.586E-06, 234.429E-06, 236.893E-06, 230.219E-06, 231.489E-06, 231.831E-06, 229.817E-06, 229.596E-06, 229.996E-06, 230.601E-06, 229.846E-06
  182776, 307.862E-06, 307.862E-06, 307.973E-06, 307.832E-06, 307.967E-06, 309.190E-06, 311.889E-06, 309.905E-06, 304.799E-06, 299.297E-06, 303.703E-06, 302.030E-06, 304.338E-06, 302.783E-06, 302.945E-06, 307.617E-06, 305.397E-06, 304.829E-06, 307.383E-06, 306.056E-06, 305.578E-06, 308.092E-06, 306.711E-06, 307.772E-06
  182777, 167.258E-06, 167.152E-06, 167.258E-06, 167.267E-06, 167.546E-06, 175.141E-06, 187.991E-06, 194.255E-06, 184.460E-06, 180.082E-06, 173.045E-06, 172.301E-06, 168.582E-06, 168.404E-06, 177.786E-06, 170.937E-06, 170.453E-06, 166.713E-06, 167.892E-06, 169.272E-06, 168.799E-06, 167.947E-06, 167.983E-06, 167.274E-06
  182778, 168.414E-06, 168.414E-06, 168.414E-06, 168.821E-06, 169.228E-06, 171.175E-06, 186.823E-06, 220.586E-06, 202.512E-06, 181.264E-06, 182.950E-06, 176.301E-06, 171.466E-06, 184.353E-06, 183.919E-06, 181.385E-06, 177.235E-06, 173.578E-06, 173.198E-06, 169.284E-06, 172.398E-06, 170.212E-06, 168.495E-06, 168.818E-06
  182779, 260.424E-06, 260.374E-06, 260.681E-06, 260.407E-06, 260.483E-06, 260.031E-06, 256.724E-06, 253.597E-06, 248.471E-06, 244.788E-06, 254.937E-06, 257.316E-06, 259.807E-06, 256.639E-06, 257.683E-06, 258.358E-06, 256.792E-06, 258.418E-06, 261.314E-06, 260.572E-06, 259.725E-06, 259.248E-06, 259.678E-06, 260.485E-06
  182780, 410.975E-06, 410.975E-06, 410.975E-06, 410.625E-06, 409.555E-06, 411.193E-06, 401.641E-06, 392.075E-06, 393.867E-06, 395.062E-06, 401.497E-06, 406.245E-06, 405.381E-06, 405.839E-06, 405.606E-06, 402.479E-06, 406.155E-06, 407.504E-06, 404.599E-06, 409.111E-06, 410.618E-06, 410.184E-06, 410.849E-06, 410.607E-06
  182781, 467.141E-06, 466.932E-06, 467.413E-06, 467.141E-06, 466.412E-06, 464.494E-06, 457.626E-06, 444.811E-06, 448.424E-06, 448.792E-06, 457.734E-06, 459.084E-06, 464.191E-06, 458.100E-06, 460.313E-06, 464.091E-06, 464.359E-06, 464.434E-06, 464.579E-06, 465.335E-06, 466.518E-06, 468.181E-06, 466.512E-06, 467.312E-06
  182782, 316.560E-06, 316.482E-06, 316.331E-06, 316.560E-06, 316.301E-06, 315.023E-06, 308.783E-06, 299.305E-06, 296.704E-06, 300.177E-06, 306.399E-06, 309.045E-06, 311.187E-06, 309.304E-06, 309.753E-06, 312.131E-06, 312.447E-06, 311.309E-06, 313.370E-06, 314.579E-06, 315.651E-06, 317.411E-06, 316.034E-06, 316.385E-06
  182783, 316.560E-06, 316.482E-06, 316.331E-06, 316.560E-06, 316.301E-06, 315.023E-06, 308.783E-06, 299.305E-06, 296.704E-06, 300.177E-06, 306.399E-06, 309.045E-06, 311.187E-06, 309.304E-06, 309.753E-06, 312.131E-06, 312.447E-06, 311.309E-06, 313.370E-06, 314.579E-06, 315.651E-06, 317.411E-06, 316.034E-06, 316.385E-06
  182786,  41.417E-06,  41.345E-06,  41.417E-06,  41.417E-06,  41.507E-06,  42.192E-06,  46.420E-06,  50.222E-06,  44.713E-06,  40.125E-06,  43.722E-06,  43.561E-06,  42.034E-06,  46.360E-06,  41.654E-06,  42.478E-06,  43.372E-06,  42.169E-06,  43.881E-06,  41.764E-06,  40.729E-06,  41.786E-06,  41.417E-06,  41.417E-06
  182787, 122.862E-06, 122.575E-06, 122.862E-06, 122.862E-06, 122.957E-06, 124.865E-06, 129.603E-06, 132.055E-06, 129.601E-06, 132.800E-06, 129.942E-06, 130.010E-06, 125.798E-06, 128.138E-06, 127.479E-06, 123.941E-06, 125.786E-06, 123.199E-06, 125.491E-06, 125.143E-06, 121.541E-06, 123.016E-06, 123.290E-06, 123.038E-06
  182788, 122.862E-06, 122.575E-06, 122.862E-06, 122.862E-06, 122.957E-06, 124.865E-06, 129.603E-06, 132.055E-06, 129.601E-06, 132.800E-06, 129.942E-06, 130.010E-06, 125.798E-06, 128.138E-06, 127.479E-06, 123.941E-06, 125.786E-06, 123.199E-06, 125.491E-06, 125.143E-06, 121.541E-06, 123.016E-06, 123.290E-06, 123.038E-06
  182789,  49.226E-06,  49.226E-06,  49.226E-06,  49.226E-06,  48.860E-06,  48.251E-06,  47.811E-06,  41.100E-06,  45.620E-06,  46.396E-06,  47.854E-06,  48.173E-06,  47.100E-06,  49.020E-06,  47.744E-06,  48.786E-06,  49.212E-06,  48.468E-06,  48.872E-06,  48.861E-06,  49.226E-06,  49.226E-06,  49.226E-06,  49.226E-06
  182790,  49.226E-06,  49.226E-06,  49.226E-06,  49.226E-06,  48.860E-06,  48.251E-06,  47.811E-06,  41.100E-06,  45.620E-06,  46.396E-06,  47.854E-06,  48.173E-06,  47.100E-06,  49.020E-06,  47.744E-06,  48.786E-06,  49.212E-06,  48.468E-06,  48.872E-06,  48.861E-06,  49.226E-06,  49.226E-06,  49.226E-06,  49.226E-06
  182791,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00, 121.488E-09,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00, 115.561E-09,   0.000E+00,  53.117E-09,   0.000E+00, 213.023E-09,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00
  182792,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00, 121.488E-09,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00, 115.561E-09,   0.000E+00,  53.117E-09,   0.000E+00, 213.023E-09,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00
  183827, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09, 480.126E-09, 527.696E-09, 490.082E-09, 513.314E-09, 527.696E-09, 527.696E-09, 529.908E-09, 513.314E-09, 527.696E-09, 527.696E-09, 527.696E-09, 513.314E-09, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09
  183831,   5.796E-06,   5.796E-06,   5.796E-06,   5.796E-06,   5.796E-06,   5.796E-06,   6.246E-06,   5.120E-06,   6.514E-06,   5.730E-06,   5.973E-06,   5.751E-06,   5.710E-06,   6.026E-06,   5.772E-06,   5.871E-06,   5.371E-06,   5.662E-06,   5.775E-06,   5.796E-06,   5.796E-06,   5.977E-06,   5.796E-06,   5.999E-06
  183832,  24.964E-06,  24.964E-06,  24.964E-06,  24.964E-06,  24.964E-06,  25.302E-06,  24.702E-06,  23.817E-06,  22.624E-06,  23.822E-06,  24.199E-06,  24.211E-06,  24.695E-06,  24.400E-06,  24.119E-06,  24.010E-06,  23.134E-06,  24.382E-06,  24.345E-06,  24.483E-06,  24.801E-06,  24.977E-06,  24.876E-06,  24.964E-06
  183833, 176.290E-06, 176.100E-06, 176.290E-06, 176.516E-06, 176.290E-06, 175.662E-06, 173.653E-06, 172.433E-06, 175.739E-06, 171.105E-06, 171.938E-06, 173.657E-06, 173.957E-06, 173.589E-06, 170.921E-06, 175.636E-06, 173.985E-06, 174.971E-06, 177.003E-06, 177.391E-06, 176.249E-06, 176.434E-06, 175.920E-06, 176.248E-06
  183834, 172.615E-06, 172.446E-06, 172.615E-06, 172.755E-06, 172.793E-06, 175.741E-06, 187.712E-06, 191.948E-06, 203.497E-06, 189.606E-06, 179.414E-06, 177.454E-06, 177.189E-06, 174.886E-06, 179.904E-06, 179.203E-06, 175.411E-06, 174.400E-06, 174.125E-06, 173.629E-06, 176.956E-06, 174.146E-06, 172.497E-06, 173.044E-06
  183835, 211.566E-06, 211.566E-06, 212.019E-06, 212.034E-06, 212.704E-06, 215.407E-06, 223.965E-06, 236.861E-06, 240.754E-06, 239.208E-06, 226.820E-06, 223.201E-06, 218.605E-06, 222.256E-06, 220.352E-06, 218.851E-06, 214.758E-06, 218.198E-06, 213.775E-06, 212.371E-06, 211.661E-06, 211.443E-06, 211.205E-06, 211.903E-06
  183836, 417.643E-06, 417.643E-06, 417.724E-06, 417.775E-06, 417.402E-06, 416.957E-06, 410.359E-06, 390.735E-06, 390.339E-06, 395.694E-06, 404.263E-06, 409.914E-06, 415.032E-06, 411.872E-06, 411.189E-06, 411.356E-06, 416.647E-06, 418.451E-06, 411.221E-06, 415.898E-06, 415.281E-06, 417.360E-06, 417.100E-06, 417.845E-06
  183837, 292.664E-06, 292.871E-06, 292.929E-06, 292.664E-06, 292.291E-06, 291.002E-06, 284.248E-06, 280.788E-06, 272.592E-06, 277.133E-06, 285.062E-06, 288.284E-06, 289.730E-06, 287.374E-06, 290.441E-06, 290.771E-06, 291.618E-06, 291.013E-06, 290.401E-06, 292.190E-06, 291.372E-06, 292.433E-06, 291.346E-06, 292.356E-06
